"","seqnames","start","end","width","strand","Conc","Conc_MSH2","Conc_KO","Fold","p.value","FDR"
"532","2",37376877,37377377,501,"*",5.83172601268114,6.57014712442025,4.2394638154619,2.23752597310387,2.64665695542655e-15,8.50502217642503e-13
"533","3",5442473,5442973,501,"*",6.45795042243509,7.12272588281648,5.18801552053807,1.89190051919655,2.67881615553643e-15,8.59221486525697e-13
"534","4",17142203,17142703,501,"*",7.43727949592494,7.97729586832979,6.56428137013984,1.37785980545952,2.72367863794011e-15,8.71975004840758e-13
"535","X",112211388,112211888,501,"*",5.80655037225221,6.56874670029164,4.08835793590299,2.41169563500571,2.73943244550058e-15,8.75379237416614e-13
"536","3",157125021,157125521,501,"*",6.21186464614226,4.92115103830852,6.88202625032436,-1.89702874565065,2.75999546788273e-15,8.80304673877418e-13
"537","2",13558343,13558843,501,"*",7.5015469046041,8.04060080330046,6.63110865175144,1.38473790989156,2.81075554433006e-15,8.94825225973143e-13
"538","14",101402863,101403363,501,"*",5.37497068847675,6.16947765285444,3.46183857175249,2.53700924508166,2.91606308126436e-15,9.26625115700357e-13
"539","9",117178810,117179310,501,"*",5.45963054011001,6.25370250585775,3.54933683714825,2.58027405104925,2.94037040630461e-15,9.32615665901714e-13
"540","1",169741608,169742108,501,"*",6.28863007740229,5.02873598286896,6.95076755505888,-1.86770352466557,2.97946872514007e-15,9.43266693171288e-13
"541","10",44301050,44301550,501,"*",8.16863304766227,8.66171174844644,7.41365365376813,1.22381817332524,3.38078190685873e-15,1.06833958083688e-12
"542","3",73786439,73786939,501,"*",6.31509694787386,6.98018778803818,5.04395570874653,1.86343749551882,3.42197783372737e-15,1.07936252121469e-12
"543","1",110684466,110684966,501,"*",5.68667305783399,6.41015092743992,4.16732017581451,2.17041750652862,3.50447977776857e-15,1.10334963876199e-12
"544","1",92037357,92037857,501,"*",5.31583737506498,3.13414971723068,6.14737598526787,-2.820928769966,3.70152219651801e-15,1.16324417586825e-12
"545","1",163703724,163704224,501,"*",4.96819906344382,5.84118296157611,2.39947385595447,3.16674295952662,3.92140714090475e-15,1.22965129303737e-12
"546","3",139728380,139728880,501,"*",6.73010974507457,7.33126229321021,5.6804200795908,1.60454118452307,3.92721958608785e-15,1.22965129303737e-12
"547","17",77304205,77304705,501,"*",5.90985322008862,4.28701498710455,6.65427608182335,-2.25483501987312,3.94322668713206e-15,1.23240612061924e-12
"548","13",54637309,54637809,501,"*",5.79208163383397,6.50199817537785,4.33524295047737,2.09867743156614,3.96034131196749e-15,1.23549640513018e-12
"549","2",107108500,107109000,501,"*",5.72062991721955,6.48375141911259,3.99726364632088,2.34114164368358,4.14949027959506e-15,1.29214673810385e-12
"550","3",133384390,133384890,501,"*",6.9598249428733,7.52078654622758,6.02952107911781,1.45684057051808,4.18039223624806e-15,1.29940271986272e-12
"551","1",57632376,57632876,501,"*",6.29302021465473,6.95087866195302,5.04922756543899,1.87663610441224,4.36500378183159e-15,1.35432362347435e-12
"552","X",52648844,52649344,501,"*",5.8688802508202,6.57495271866757,4.42917679584804,2.04082978509797,4.39240021038677e-15,1.36035499124511e-12
"553","3",72186063,72186563,501,"*",7.65291953244957,8.16528183307684,6.85107701335561,1.27090798978284,4.46028447874157e-15,1.37888121865588e-12
"554","14",24982454,24982954,501,"*",5.40710199111852,6.23358253763355,3.26561468801347,2.70948174591798,4.59830632734828e-15,1.41898421139135e-12
"555","17",52134593,52135093,501,"*",6.92056762596593,7.49325198772297,5.95678726035933,1.5206338494345,4.72612373860198e-15,1.45579939117823e-12
"556","1",115764875,115765375,501,"*",5.67168402313791,4.01257427981384,6.42303249833811,-2.29205262615052,4.83160639946479e-15,1.48395866890289e-12
"557","3",133895551,133896051,501,"*",7.13820942209549,7.75058623757918,6.05269505851841,1.63350031228803,4.83490084452855e-15,1.48395866890289e-12
"558","5",169050229,169050729,501,"*",5.04898363871707,5.90159901675329,2.68481017008172,2.97401191478032,4.85260738185803e-15,1.4867241089385e-12
"559","X",92260045,92260545,501,"*",4.98643720941797,5.84589577233731,2.55703799081491,3.00593148436562,4.95400415574723e-15,1.51507449455856e-12
"560","2",107337401,107337901,501,"*",5.25306512489374,6.06050461827481,3.25247298677587,2.70568679341751,4.99725997532373e-15,1.52437596079472e-12
"561","1",165162801,165163301,501,"*",6.63125100791527,7.24162888021104,5.55220274083119,1.60965897926415,5.00225151210143e-15,1.52437596079472e-12
"562","14",88029447,88029947,501,"*",6.88974979528336,5.91723786508482,7.46543197486534,-1.49502953038702,5.06719204209065e-15,1.5414181799497e-12
"563","8",131295247,131295747,501,"*",5.98282536354034,6.67496944675097,4.60319441287976,2.00098179692102,5.17286259886347e-15,1.57076775164565e-12
"564","18",5527541,5528041,501,"*",6.1646041521808,6.85036702256114,4.81149551617692,1.9686266764959,5.33879990433495e-15,1.61828112419378e-12
"565","5",163248796,163249296,501,"*",5.24243398167068,6.08277415408469,2.987647099647,2.74834292978449,5.60900383342149e-15,1.6971753581488e-12
"566","4",61372852,61373352,501,"*",5.70178557537593,6.47145180603227,3.94118208773633,2.39391343056906,5.88559733256088e-15,1.77605338950206e-12
"567","1",57404851,57405351,501,"*",5.39138865157365,6.20014803706708,3.38151893729698,2.59938525650517,5.89046591471394e-15,1.77605338950206e-12
"568","1",148388636,148389136,501,"*",7.02929717638756,7.58126790774699,6.12397372147004,1.4162799052007,5.99831098598407e-15,1.804115376317e-12
"569","2",22304505,22305005,501,"*",5.85833037509916,6.58244937302299,4.33593900139386,2.11968078392418,6.00464236317911e-15,1.804115376317e-12
"570","9",91887378,91887878,501,"*",6.62854276849607,7.23414298531266,5.5647968676115,1.65702567786283,6.18596593764412e-15,1.85533397327678e-12
"571","4",42673005,42673505,501,"*",6.29552259260115,5.07606210362954,6.94679863606814,-1.80700908182661,6.31856384200003e-15,1.89178465376645e-12
"572","3",135456219,135456719,501,"*",5.56968263571058,6.32968130055231,3.86369312031128,2.34277534592346,6.57410448205453e-15,1.96485271685853e-12
"573","3",117442937,117443437,501,"*",5.52082274784794,6.29979654351725,3.70524324209021,2.53096199814258,6.67392006625622e-15,1.9912042350559e-12
"574","12",55019729,55020229,501,"*",5.66804972851309,6.41369629087643,4.03888113500723,2.23077964302874,6.69407853105917e-15,1.99373915942999e-12
"575","2",106799762,106800262,501,"*",4.98150898460383,5.84111127007733,2.55070435638382,3.04912837929771,6.73279481067719e-15,2.00178284390218e-12
"576","9",91486631,91487131,501,"*",5.66970279911619,3.94009240606075,6.43393566725989,-2.37720561770825,6.74869940295999e-15,2.00302804258895e-12
"577","9",86660091,86660591,501,"*",6.41161916960186,7.06862040718947,5.17102490430586,1.86706370300915,6.93707246116168e-15,2.05536920938523e-12
"578","8",24726832,24727332,501,"*",4.89881369805923,5.82384391047342,1.59517787792525,3.86920164694839,7.01780285459797e-15,2.07569124639509e-12
"579","8",68220470,68220970,501,"*",5.02144534327085,5.86175717980214,2.76690057648475,2.93465489228709,7.424288349977e-15,2.19212692182274e-12
"580","21",31344004,31344504,501,"*",5.0495468753872,1.7276180212465,5.97554633390411,-3.68501617358582,7.55546582570642e-15,2.22701263212262e-12
"581","10",98555978,98556478,501,"*",5.37716875044376,6.1732625583323,3.4536273857941,2.66204538701323,7.99402438186517e-15,2.35222447551619e-12
"582","16",61820342,61820842,501,"*",4.99218563242422,5.86321758076798,2.44450120093997,3.07797791377911,8.0475595759627e-15,2.36201480733666e-12
"583","11",48538944,48539444,501,"*",6.45943954059154,7.1268788569405,5.17927509189457,1.90150767971362,8.05492947201813e-15,2.36201480733666e-12
"584","3",132972273,132972773,501,"*",5.29986627670814,6.09708978079937,3.36886134610755,2.51793265138291,8.08730253944829e-15,2.36744703345719e-12
"585","5",15914561,15915061,501,"*",5.63427567351553,6.3654187213116,4.07807854911359,2.15395746855299,8.22270549009937e-15,2.40296971825027e-12
"586","10",89022689,89023189,501,"*",6.03052886322894,4.6344694820705,6.72655333378133,-1.99398309159723,8.31076948267373e-15,2.42456063006644e-12
"587","1",49527876,49528376,501,"*",6.46852389294818,7.09573759242006,5.33379648778423,1.73383531852249,8.50095210521911e-15,2.47581902896771e-12
"588","8",35622733,35623233,501,"*",4.8915205958148,5.79173537949981,1.98811907431241,3.40826095639706,8.59235465498209e-15,2.49818327739189e-12
"589","1",57461372,57461872,501,"*",5.23875414979227,6.0327996181567,3.3286331372295,2.55245808306421,8.95964364697591e-15,2.60054797724908e-12
"590","5",17743799,17744299,501,"*",7.08182254716116,7.63749701711075,6.16627971483523,1.43737841372386,9.32056722816108e-15,2.70072124100333e-12
"591","5",23419036,23419536,501,"*",5.97797266730118,6.65696339972452,4.65236340011529,1.93534173148348,1.07503192198072e-14,3.10973447238544e-12
"592","5",399796,400296,501,"*",7.38033149125367,7.92239390131015,6.50187071620909,1.3825144105698,1.09310887667439e-14,3.15668424558278e-12
"593","12",19620152,19620652,501,"*",5.6010425182736,3.88265590830115,6.36327363871026,-2.37104858142596,1.10685204910425e-14,3.19098166291339e-12
"594","1",15956081,15956581,501,"*",5.98708810174968,4.53949577357126,6.69493728454763,-2.07513620725669,1.11165703236169e-14,3.19943877000823e-12
"595","13",112657994,112658494,501,"*",5.04550777027167,5.88801211114393,2.77209386065601,2.86784556523635,1.18405510963315e-14,3.40207888122124e-12
"596","5",23011511,23012011,501,"*",5.17225948088246,5.97941915238032,3.1736254954094,2.651895563883,1.19840125662961e-14,3.43752151058533e-12
"597","18",43312835,43313335,501,"*",6.69328809201995,7.28834714883397,5.66256741345272,1.6155727345812,1.21414526300043e-14,3.47684833956494e-12
"598","19",4988677,4989177,501,"*",6.6625855245368,5.4468765982535,7.31283406326822,-1.7957024513078,1.23109663214773e-14,3.51949528492828e-12
"599","10",67115897,67116397,501,"*",4.87925994392857,5.75696350186888,2.25823162004731,3.21827843463651,1.25128571340589e-14,3.57124045062513e-12
"600","13",29427854,29428665,812,"*",6.44169261290066,7.07667354294175,5.2803064880584,1.71189415113792,1.2618756330586e-14,3.59546224127388e-12
"601","1",50256964,50257464,501,"*",5.90071756239058,6.58691155566666,4.54583598537054,1.93767528015943,1.27964221085283e-14,3.64001785495805e-12
"602","13",53238116,53238616,501,"*",5.17682039869128,5.99256555519771,3.11668142974652,2.80992759899261,1.28496951091752e-14,3.64909996092089e-12
"603","18",58218024,58218524,501,"*",6.42437951367712,7.05033482199427,5.29391183854782,1.73553083753837,1.35344358151739e-14,3.83718089235573e-12
"604","5",169065360,169065860,501,"*",6.37411682771679,6.9949242758861,5.26090705388614,1.66137674894747,1.38538335785289e-14,3.92123125979826e-12
"605","X",47361986,47362486,501,"*",5.88721602954836,4.46476551975933,6.58936104665429,-2.021530036651,1.43207981661744e-14,4.04670250064932e-12
"606","2",75851877,75852377,501,"*",5.0620023276282,5.88343135126659,2.9594408181496,2.75524442409729,1.44304970634069e-14,4.07097181017478e-12
"607","10",65275234,65275734,501,"*",6.60614306815724,7.21112523791882,5.54436123345958,1.61879084183083,1.48655956994065e-14,4.18680808826875e-12
"608","20",35369792,35370292,501,"*",7.36953191600651,6.43374590312819,7.93243851011058,-1.44116943942778,1.61625321676628e-14,4.54459568144622e-12
"609","20",12383689,12384189,501,"*",6.15092484703896,6.81339012677363,4.88978784943644,1.85337195205092,1.65411887418209e-14,4.64342946621383e-12
"610","8",68256974,68257474,501,"*",6.056896511331,6.77829375678989,4.54735123080278,2.09156203604412,1.65916903485556e-14,4.64997081739076e-12
"611","3",89353405,89353905,501,"*",6.01495410852189,6.68656984416272,4.71856559442756,1.89113889955287,1.78740968989847e-14,5.00117816310414e-12
"612","18",52936882,52937382,501,"*",5.51459943796704,6.28775800235696,3.73365427559397,2.44584644000364,1.79467985634964e-14,5.01331501440885e-12
"613","5",152378713,152379213,501,"*",4.94724748415758,5.79287175840977,2.64649929811089,2.93858662297532,1.90012203400724e-14,5.29920167520081e-12
"614","10",83332623,83333123,501,"*",5.69448453600556,6.42246936623909,4.15360594068888,2.11781533395376,1.9561373847108e-14,5.4465364009021e-12
"615","1",29146725,29147225,501,"*",5.51991903883258,6.25240208819653,3.95716269891316,2.25014328111495,1.96924146448302e-14,5.47253461346446e-12
"616","4",185343935,185344435,501,"*",5.294113441573,3.08353518898438,6.12919048565614,-2.79400066937807,1.9718769065467e-14,5.47253461346446e-12
"617","2",217059020,217059520,501,"*",5.30151072536927,6.07585708944781,3.51356977919184,2.41653215995885,2.02512542182134e-14,5.61120570281577e-12
"618","5",152740858,152741358,501,"*",4.99854310414199,5.83683563819999,2.76113633457689,2.82586308544005,2.06149257378906e-14,5.70272892281277e-12
"619","5",37724219,37724719,501,"*",6.43966695311232,5.22048168552263,7.09086773261065,-1.80387382613049,2.0727986213154e-14,5.72474162686331e-12
"620","12",33161539,33162039,501,"*",5.11171004290616,2.51195363547868,5.98751656930308,-3.1536971777592,2.15364216964551e-14,5.93842512964932e-12
"621","4",5370224,5370724,501,"*",7.20627709430273,7.77120823739949,6.26475457314286,1.48166279119317,2.29056130855783e-14,6.30579356181046e-12
"622","2",76256487,76256987,501,"*",4.99266734267358,5.84200222771979,2.65864127238662,3.00970408881086,2.34847557118677e-14,6.45483419130142e-12
"623","1",58062569,58063069,501,"*",6.27409976355883,6.91682748109812,5.08547775324592,1.7842239280166,2.3660134210042e-14,6.49259907589143e-12
"624","1",50109571,50110071,501,"*",6.46369323435883,7.08056640357598,5.36349427602377,1.66304860067797,2.40279023246605e-14,6.58295212438992e-12
"625","8",50262256,50262756,501,"*",5.16489508531667,5.97580231668295,3.13978095349929,2.59707068761583,2.47976247680862e-14,6.78296373616397e-12
"626","X",65588099,65588599,501,"*",5.63161522599512,6.36199630626346,4.07913192011658,2.15380536081323,2.53342142471294e-14,6.91866868891492e-12
"627","1",164058120,164058620,501,"*",6.51731990999687,7.1240573971235,5.44995071666077,1.61054109016142,2.66349528383402e-14,7.26229388729978e-12
"628","3",137163340,137163840,501,"*",5.23752389366473,6.04789089526879,3.2162613943034,2.64143259993459,2.72810880305109e-14,7.4266245979619e-12
"629","6",3473028,3473528,501,"*",5.90254078351747,6.61089041465649,4.45271682128023,2.09438416195688,2.83556141703786e-14,7.70686659354466e-12
"630","13",54029176,54029676,501,"*",7.31891847608896,7.89309264409446,6.35080771415562,1.49572447132234,3.04030591410766e-14,8.2387417894545e-12
"631","2",159185327,159185827,501,"*",6.73714709850192,7.30242210150655,5.79464718677508,1.46394973584846,3.04089078554136e-14,8.2387417894545e-12
"632","1",50126015,50127270,1256,"*",6.58146750327424,7.17984818297043,5.54044751498109,1.63031717087292,3.10928065130622e-14,8.41070255674066e-12
"633","21",15754615,15755115,501,"*",5.56775329139589,3.80636341281398,6.3375556077796,-2.38636251043425,3.14616573156516e-14,8.49341501692304e-12
"634","6",3324371,3324871,501,"*",7.72874778893699,8.23714041068666,6.93672938788782,1.27412866518948,3.14979417209444e-14,8.49341501692304e-12
"635","6",118750188,118750688,501,"*",5.26105709299559,6.04180588250941,3.43470990823778,2.55617855921645,3.21577182385818e-14,8.65766802304168e-12
"636","2",107414342,107414842,501,"*",5.50629938246415,6.2552191705645,3.86003338430561,2.305334446884,3.26065089112453e-14,8.76469111705767e-12
"637","3",74789059,74789559,501,"*",5.69763359565367,6.43254792714133,4.12288388696623,2.20401029883922,3.39103519231579e-14,9.10085705506944e-12
"638","5",53059211,53059711,501,"*",5.20235811394174,6.0123136009263,3.18402170843414,2.69773276031348,3.47000524099565e-14,9.29819993714943e-12
"639","3",165460092,165460592,501,"*",6.89684459804962,7.50646204404932,5.82024619412104,1.60804983286467,3.52773818788747e-14,9.43810743544391e-12
"640","4",5212285,5212785,501,"*",5.1640550606676,5.98633763263871,3.05499909786354,2.76681997609933,3.54668813858318e-14,9.46870169598389e-12
"641","3",140242855,140243355,501,"*",5.16275194305252,5.95773532882116,3.24650371847642,2.61286638265668,3.55025081430859e-14,9.46870169598389e-12
"642","2",13230144,13230644,501,"*",5.21267626749164,6.01483054814353,3.24856510602511,2.69044542309481,3.58810938738652e-14,9.55476642755178e-12
"643","18",72107594,72108094,501,"*",4.77994423675417,5.69948104610939,1.57560600666862,3.5064981085552,3.78021962339693e-14,1.00506809700885e-11
"644","18",43001774,43002274,501,"*",5.61238092552067,6.3618781248356,3.96307367424445,2.26056889757441,3.85038453791498e-14,1.02213360222495e-11
"645","X",23548142,23548642,501,"*",5.21090181892008,6.00090332014318,3.32686053111779,2.51970373823028,3.90933774769376e-14,1.0361745157678e-11
"646","4",5206331,5206831,501,"*",7.31090598198304,7.84674180990096,6.44898163080051,1.36739749404214,3.97633892377905e-14,1.05230177977e-11
"647","2",14189902,14190402,501,"*",5.38786991314364,6.17169570020269,3.54263217566422,2.42005824778809,4.07184022981484e-14,1.07590983308916e-11
"648","5",153782564,153783064,501,"*",5.8648627042465,6.55336067971539,4.5004601136271,1.9731812173793,4.28503517336519e-14,1.13049543698791e-11
"649","15",74752461,74752961,501,"*",6.63456125812143,5.5355585000865,7.25107038781049,-1.65525243576198,4.3250683695502e-14,1.13929898046466e-11
"650","5",153402509,153403009,501,"*",5.46590329320948,6.21661570400718,3.81017044220353,2.30964154824887,4.48921802300679e-14,1.18071959196492e-11
"651","3",88573447,88573947,501,"*",4.8347084559886,5.71091328593979,2.23051401432384,3.17859488501315,4.61914137146629e-14,1.21302483960543e-11
"652","15",85487738,85488238,501,"*",6.17724084305376,4.96403610901536,6.82680161850307,-1.78220393558383,4.73807691668424e-14,1.2423499287155e-11
"653","13",110329664,110330164,501,"*",5.05217861616323,5.88311331968562,2.87535746968986,2.82604183977961,4.85814057950085e-14,1.27188054699894e-11
"654","5",140988566,140989066,501,"*",6.49762692583125,7.10341058977545,5.43329737879414,1.63692764991521,4.94121313713985e-14,1.2916512469406e-11
"655","12",19105395,19105895,501,"*",4.99501178571028,2.19291427581986,5.88769137079767,-3.31299887627771,5.1631606169954e-14,1.34760856909969e-11
"656","3",134312179,134312679,501,"*",7.77369582271545,8.29381885951765,6.95237211129115,1.30248902488189,5.21037513310761e-14,1.35785870732593e-11
"657","X",39619554,39620054,501,"*",5.98426888958908,6.65092250979117,4.70713113046624,1.8707785271228,5.33319530187818e-14,1.38775099302662e-11
"658","15",33024097,33024597,501,"*",5.11026450628147,6.09175322587558,0,4.49692599205899,5.43210643903359e-14,1.41134050547767e-11
"659","4",16598183,16598683,501,"*",6.61370692785676,7.19039564901422,5.638247322057,1.50575773938041,5.61836176647854e-14,1.45751728508898e-11
"660","8",34857256,34857756,501,"*",6.23482744059881,6.85880801822969,5.1110116559678,1.67685034123932,5.84867598301429e-14,1.51496658894569e-11
"661","3",5905892,5906392,501,"*",4.95827597400118,5.8011022332208,2.68206823753846,2.97143608549959,6.07773382526392e-14,1.57191712450752e-11
"662","8",137629134,137629634,501,"*",6.44952216914145,7.29623551989809,4.13909497549605,2.92015524910527,6.18981775734185e-14,1.59848771021095e-11
"663","3",128993886,128994386,501,"*",7.15959209686788,7.68222236463222,6.33189534952753,1.31019395725932,6.31616706128224e-14,1.62751578573437e-11
"664","1",163796238,163796738,501,"*",5.49458744805467,6.23060231101979,3.91436922805583,2.24986017808605,6.32126301037461e-14,1.62751578573437e-11
"665","6",1347083,1347583,501,"*",5.83417139011443,4.34284137918166,6.55165853492737,-2.14785741374105,6.49729008814382e-14,1.67032138178781e-11
"666","10",108591345,108591845,501,"*",5.04526611663899,5.8744020135927,2.88283200225895,2.78284717655581,6.60043882173384e-14,1.69429102115011e-11
"667","5",17799481,17799981,501,"*",6.24630558789181,6.90707144978624,4.99159751569212,1.87503745774179,6.68219101628065e-14,1.71270466530931e-11
"668","3",126960111,126960611,501,"*",7.6388166934302,8.15573895771051,6.82557225391359,1.30504934183221,6.78136759372368e-14,1.73552251659852e-11
"669","11",77267887,77268387,501,"*",5.87271813429654,4.45791356036224,6.57310409509411,-1.99601828673175,6.79732796757479e-14,1.73700686798304e-11
"670","18",45715311,45715811,501,"*",8.2410950523947,8.71152982548443,7.53851669470187,1.131102798137,6.94049537076057e-14,1.77094508596192e-11
"671","15",33618398,33618898,501,"*",4.77507780507774,5.66364259129833,2.02522955247099,3.28686696054274,6.97631966938188e-14,1.77600030949847e-11
"672","12",103269921,103270421,501,"*",7.87197943478855,8.38648511708492,7.06479322525266,1.3023942895528,6.98108428960899e-14,1.77600030949847e-11
"673","X",108439476,108439976,501,"*",5.52088763221286,6.25336039829982,3.95818176519737,2.19094272994565,7.01737232632446e-14,1.78257940291794e-11
"674","20",6886280,6886780,501,"*",6.09491228356863,6.75375382053961,4.84744047342389,1.80496145110876,7.33458571104884e-14,1.86039481304078e-11
"675","18",14826965,14827465,501,"*",6.89346277923608,7.4657086205139,5.93095373246493,1.50502178578998,7.48066572141509e-14,1.8946365191136e-11
"676","3",89851948,89852448,501,"*",5.73108250568629,6.45639655055125,4.20300669876574,2.08146994930255,7.83676704183782e-14,1.98189056203922e-11
"677","2",190379607,190380107,501,"*",6.21518211197826,5.05081492334995,6.85102014552448,-1.72760642155693,8.00589613577896e-14,2.02167207028139e-11
"678","21",23951195,23951695,501,"*",5.97092461022037,6.6722123313519,4.55220666053548,2.00416397804939,8.12203549885388e-14,2.04797484485702e-11
"679","18",43236905,43237405,501,"*",5.66432593056307,6.39086338515616,4.13040257466662,2.16111970116106,8.27925991212982e-14,2.08454450082164e-11
"680","10",98956762,98957262,501,"*",5.87516967610932,6.56417098143697,4.50867669365045,1.99388697017163,8.43308549548877e-14,2.12015210314378e-11
"681","1",153059245,153059745,501,"*",7.08026144759042,7.63708640899374,6.1615240051616,1.42470426954945,8.51857171468895e-14,2.1384992411157e-11
"682","8",133130772,133131272,501,"*",7.24200210926491,7.78105758358053,6.37155967087163,1.3856578620233,8.55027292057949e-14,2.14331020228215e-11
"683","5",166632053,166632553,501,"*",4.92296217294638,5.82179828523389,2.03867570820081,3.33105625750241,8.66096944315676e-14,2.16787996202517e-11
"684","7",39833141,39833641,501,"*",4.94200842477541,1.8573642705578,5.85436923260014,-3.46889471789848,8.70697762312001e-14,2.1732481504328e-11
"685","8",14545972,14546472,501,"*",5.0469698931763,5.91280622971902,2.55370740193814,2.97951752290664,8.70784042306571e-14,2.1732481504328e-11
"686","5",154583757,154584257,501,"*",7.63411283884105,8.20202153001979,6.68409709528639,1.45834914462117,8.7655913170193e-14,2.18447224544458e-11
"687","13",43572525,43573025,501,"*",5.26907869340445,6.03412648703007,3.53486939778567,2.41474944128684,9.20543050406677e-14,2.2907452519858e-11
"688","3",135513666,135514166,501,"*",6.27217145292701,6.90109590193032,5.13162681611603,1.7580303495866,9.28197417509696e-14,2.30643567009626e-11
"689","8",72778848,72779348,501,"*",6.52843239700977,7.14205297810505,5.43887553134175,1.66904678326215,9.35674959983584e-14,2.32164179693576e-11
"690","10",65861160,65861660,501,"*",6.26646916239663,6.91389031296371,5.06101968406534,1.80023664085555,9.45619972233234e-14,2.34291737989926e-11
"691","3",74027060,74027560,501,"*",6.37823444989923,7.00125836714397,5.2576269282278,1.6991348533603,9.56913550274014e-14,2.36746782529298e-11
"692","3",88321630,88322130,501,"*",5.06836410394573,5.88652593549723,2.99036044149947,2.69841183176689,9.95391050221383e-14,2.45910495901369e-11
"693","21",31235896,31236396,501,"*",5.07080564594246,2.66299928361374,5.92803651960643,-3.02907861733172,1.01159876330285e-13,2.4955397024059e-11
"694","3",105606003,105606503,501,"*",5.92130940155529,4.58824310685146,6.60215247212708,-1.92877393985467,1.06982499800746e-13,2.63537668601383e-11
"695","3",5330332,5330832,501,"*",7.65869787961742,8.14891005930657,6.9105043459186,1.21540683947058,1.12351866834729e-13,2.76366193529952e-11
"696","1",165376169,165376669,501,"*",7.06672185606089,7.64257241278865,6.09371739269132,1.52136557584424,1.15095627982513e-13,2.82708597250495e-11
"697","10",75444739,75445239,501,"*",5.44283741873963,6.19173570214821,3.79668453962514,2.24469900298855,1.18296864741494e-13,2.9015488382319e-11
"698","2",22817156,22817656,501,"*",6.70930203974923,7.26596897210781,5.79100397251947,1.4507565921359,1.19871787586586e-13,2.93596576822744e-11
"699","10",98878313,98878813,501,"*",5.25166789994251,6.02024572379508,3.49733589494914,2.46298841159976,1.26505904345306e-13,3.09401951288481e-11
"700","2",29766182,29766682,501,"*",5.41358216077153,6.17221021411787,3.71514196335974,2.38910038149666,1.2926605408996e-13,3.15665776856667e-11
"701","13",112768225,112768725,501,"*",6.05907757543327,6.72082800329299,4.8006492889398,1.84709268217413,1.29436299896187e-13,3.15665776856667e-11
"702","10",6171826,6172326,501,"*",7.43532734933766,7.92984046088214,6.67693519388645,1.20945687832627,1.38983977435359e-13,3.38467561458605e-11
"703","8",5414553,5415053,501,"*",6.34370952583252,6.95383025735243,5.26549029858873,1.65621843662978,1.42870412394993e-13,3.47248787717203e-11
"704","2",229488934,229489434,501,"*",7.60129240566622,8.09776134034473,6.83822839845626,1.20906414493729,1.42996026247915e-13,3.47248787717203e-11
"705","21",30725502,30726002,501,"*",4.97226529428868,5.81839721464006,2.66701446548551,2.8144832401167,1.43308896124441e-13,3.47514925725421e-11
"706","17",51745952,51746452,501,"*",4.93767382163157,5.78089296387582,2.65804818373127,2.78135249429045,1.48168715750531e-13,3.58790755060613e-11
"707","3",116930812,116931312,501,"*",5.86170002115242,6.53193457505317,4.57070238633117,1.90744349534633,1.51194923519413e-13,3.65600873197054e-11
"708","12",20865787,20866287,501,"*",5.41899776891208,3.62291972126097,6.19471726888488,-2.40321453187499,1.52843471866859e-13,3.6906517321207e-11
"709","X",146907773,146908273,501,"*",5.45356219907411,6.19739757043943,3.83375138955941,2.20590502688285,1.55432389035709e-13,3.74664937469667e-11
"710","18",73715231,73715731,501,"*",4.93792285831585,1.90535654037762,5.84695862523596,-3.37018586715625,1.55600852609099e-13,3.74664937469667e-11
"711","20",20520734,20521234,501,"*",6.28650997997096,5.14791125709848,6.91486316181105,-1.70347670167514,1.64438234509308e-13,3.95387224968245e-11
"712","14",47959708,47960208,501,"*",6.32600959465208,6.96271927790521,5.15860259617124,1.76767854365457,1.74993375954951e-13,4.2017580851835e-11
"713","18",58213367,58213867,501,"*",7.20346046823356,7.73838277917603,6.34394039648536,1.35131917584295,1.77256778352978e-13,4.25013524735882e-11
"714","8",6528465,6528965,501,"*",6.61831213571068,7.18764859321453,5.66419973801262,1.46434039646907,1.81331442932749e-13,4.34174521301078e-11
"715","3",74532365,74532865,501,"*",6.59687495518854,7.22576532093744,5.45644651184405,1.73652902949238,1.83224930806781e-13,4.38094653438681e-11
"716","10",105149474,105149974,501,"*",9.0985462603166,9.58770025147013,8.35284632023613,1.20599314432387,1.91498944099514e-13,4.57238498398949e-11
"717","5",153079333,153079833,501,"*",5.5488155713581,6.26270636304123,4.07399582159838,2.15994235473705,1.94311253347021e-13,4.63306321474198e-11
"718","9",9764762,9765262,501,"*",4.90460062173957,5.77295234307978,2.38527118437616,3.06837609624527,1.95103177591177e-13,4.64546643936384e-11
"719","8",135189773,135190273,501,"*",6.51049073566088,7.1306676616143,5.39937643088984,1.64860535258534,1.98579494347447e-13,4.72086499125783e-11
"720","11",30481777,30482277,501,"*",4.75060320936699,5.63189700422106,2.08835793590299,3.23816956334434,1.98822096287137e-13,4.72086499125783e-11
"721","10",25904089,25904589,501,"*",4.92764926259442,5.75170626687042,2.80498531031993,2.8080102545104,2.00566001061987e-13,4.75566746318379e-11
"722","10",67603655,67604155,501,"*",5.90474610480659,6.58780843500771,4.56268187336017,1.92321029044472,2.01082536859876e-13,4.76131140394608e-11
"723","15",80929169,80929669,501,"*",7.28571888383977,6.49974588430886,7.79164976013624,-1.24652610454238,2.07006898211795e-13,4.89481124543458e-11
"724","4",162838589,162839089,501,"*",5.73091233726328,6.44543461936078,4.25321012862231,2.09488962053531,2.08628662105978e-13,4.92634514037484e-11
